"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0.000453869889130965,-0.651428630451463,0.437,0.507,1,"ATM"
0.000462185892004175,0.838156467436031,0.577,0.338,1,"HMGB2"
0.000466177714749633,0.965859942866616,0.507,0.268,1,"SRGAP2"
0.000505776131361444,0.81152836057048,0.838,0.538,1,"METRNL"
0.000552777596410659,0.520118702976562,0.718,0.535,1,"ARF6"
0.000571460240071869,0.630543265430481,0.915,0.707,1,"AKAP13"
0.000572004651363435,-1.44533731234252,0.211,0.315,1,"SEL1L3"
0.000584755368268446,0.717803737105381,0.641,0.35,1,"CASP4"
0.000591195817805649,-1.8627567532661,0.183,0.275,1,"LTB"
0.000592872627456235,0.530206176193206,0.951,0.746,1,"MYL12B"
0.000604134394143022,0.70238966678043,0.852,0.563,1,"IFNGR1"
0.00061829856699378,0.681500652618468,0.873,0.57,1,"CKLF"
0.000631730510077736,1.1032284666236,0.415,0.19,1,"NFE2L3"
0.000650329578208073,1.08911629536636,0.451,0.2,1,"HRH2"
0.000662627757229931,0.784134463096378,0.711,0.411,1,"HBEGF"
0.000686226636863109,1.04253886006622,0.507,0.254,1,"GCLC"
0.000686823087213572,-0.630797856377272,0.535,0.568,1,"PARP1"
0.00069300413643498,0.659203178603254,0.394,0.176,1,"RGS13"
0.000693184991179429,0.843380796881985,0.775,0.481,1,"NCOA4"
0.000719073843343889,0.782083807127967,0.746,0.425,1,"DOCK10"
0.000772997985011909,-0.981935068183508,0.528,0.58,1,"IRF1"
0.000790688848333725,0.894629754836305,0.641,0.427,1,"NDUFA12"
0.000809662011656865,1.14974174986002,0.514,0.268,1,"KYNU"
0.000832186681077492,0.73115591910709,0.88,0.622,1,"NFE2L2"
0.000859978815319203,0.775225092018441,0.401,0.181,1,"LGALS8"
